Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Examining the interaction of fast-food outlet exposure and income on diet and obesity: evidence from 51,361 UK Biobank participants.","/pubmed/30041671","Burgoine T, Sarkar C, Webster CJ, Monsivais P.","Int J Behav Nutr Phys Act. 2018 Jul 24;15(1):71. doi: 10.1186/s12966-018-0699-8. Erratum in: Int J Behav Nutr Phys Act. 2018 Sep 25;15(1):93. ","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:30041671","pubmed","30041671","create date:2018/07/26 | first author:Burgoine T",
"Health outcomes associated with reallocations of time between sleep, sedentary behaviour, and physical activity: a systematic scoping review of isotemporal substitution studies.","/pubmed/30001713","Grgic J, Dumuid D, Bengoechea EG, Shrestha N, Bauman A, Olds T, Pedisic Z.","Int J Behav Nutr Phys Act. 2018 Jul 13;15(1):69. doi: 10.1186/s12966-018-0691-3.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:30001713 | PMCID:PMC6043964","pubmed","30001713","create date:2018/07/14 | first author:Grgic J",
"Patterns of leisure-time physical activity across pregnancy and adverse pregnancy outcomes.","/pubmed/29996930","Catov JM, Parker CB, Gibbs BB, Bann CM, Carper B, Silver RM, Simhan HN, Parry S, Chung JH, Haas DM, Wapner RJ, Saade GR, Mercer BM, Bairey-Merz CN, Greenland P, Ehrenthal DB, Barnes SE, Shanks AL, Reddy UM, Grobman WA; NICHD NuMoM2b and NHLBI NuMoM2b Heart Health Study Network..","Int J Behav Nutr Phys Act. 2018 Jul 11;15(1):68. doi: 10.1186/s12966-018-0701-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29996930 | PMCID:PMC6042402","pubmed","29996930","create date:2018/07/13 | first author:Catov JM",
"Acceptability and accessibility of child nutrition interventions: fathers' perspectives from survey and interview studies.","/pubmed/29996867","Jansen E, Harris H, Daniels L, Thorpe K, Rossi T.","Int J Behav Nutr Phys Act. 2018 Jul 11;15(1):67. doi: 10.1186/s12966-018-0702-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29996867 | PMCID:PMC6042245","pubmed","29996867","create date:2018/07/13 | first author:Jansen E",
"INSIGHT responsive parenting intervention and infant feeding practices: randomized clinical trial.","/pubmed/29986721","Savage JS, Hohman EE, Marini ME, Shelly A, Paul IM, Birch LL.","Int J Behav Nutr Phys Act. 2018 Jul 9;15(1):64. doi: 10.1186/s12966-018-0700-6.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29986721 | PMCID:PMC6038199","pubmed","29986721","create date:2018/07/11 | first author:Savage JS",
"Is objectively measured light-intensity physical activity associated with health outcomes after adjustment for moderate-to-vigorous physical activity in adults? A systematic review.","/pubmed/29986718","Amagasa S, Machida M, Fukushima N, Kikuchi H, Takamiya T, Odagiri Y, Inoue S.","Int J Behav Nutr Phys Act. 2018 Jul 9;15(1):65. doi: 10.1186/s12966-018-0695-z.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29986718 | PMCID:PMC6038338","pubmed","29986718","create date:2018/07/11 | first author:Amagasa S",
"Priming food intake with weight control cues: systematic review with a meta-analysis.","/pubmed/29986712","Buckland NJ, Er V, Redpath I, Beaulieu K.","Int J Behav Nutr Phys Act. 2018 Jul 9;15(1):66. doi: 10.1186/s12966-018-0698-9.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29986712 | PMCID:PMC6038287","pubmed","29986712","create date:2018/07/11 | first author:Buckland NJ",
"Physical activity to improve cognition in older adults: can physical activity programs enriched with cognitive challenges enhance the effects? A systematic review and meta-analysis.","/pubmed/29973193","Gheysen F, Poppe L, DeSmet A, Swinnen S, Cardon G, De Bourdeaudhuij I, Chastin S, Fias W.","Int J Behav Nutr Phys Act. 2018 Jul 4;15(1):63. doi: 10.1186/s12966-018-0697-x.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29973193 | PMCID:PMC6032764","pubmed","29973193","create date:2018/07/06 | first author:Gheysen F",
"Like parent, like child? Dietary resemblance in families.","/pubmed/29970093","Vepsäläinen H, Nevalainen J, Fogelholm M, Korkalo L, Roos E, Ray C, Erkkola M; DAGIS consortium group..","Int J Behav Nutr Phys Act. 2018 Jul 3;15(1):62. doi: 10.1186/s12966-018-0693-1.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29970093 | PMCID:PMC6031178","pubmed","29970093","create date:2018/07/05 | first author:Vepsäläinen H",
"Long-term weight loss trajectories following participation in a randomised controlled trial of a weight management programme for men delivered through professional football clubs: a longitudinal cohort study and economic evaluation.","/pubmed/29954449","Gray CM, Wyke S, Zhang R, Anderson AS, Barry S, Boyer N, Brennan G, Briggs A, Bunn C, Donnachie C, Grieve E, Kohli-Lynch C, Lloyd SM, McConnachie A, McCowan C, MacLean A, Mutrie N, Hunt K.","Int J Behav Nutr Phys Act. 2018 Jun 28;15(1):60. doi: 10.1186/s12966-018-0683-3.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29954449 | PMCID:PMC6022303","pubmed","29954449","create date:2018/06/30 | first author:Gray CM",
"Assessing adolescents' perceived proficiency in critically evaluating nutrition information.","/pubmed/29954397","Naigaga DA, Pettersen KS, Henjum S, Guttersrud Ø.","Int J Behav Nutr Phys Act. 2018 Jun 28;15(1):61. doi: 10.1186/s12966-018-0690-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29954397 | PMCID:PMC6027791","pubmed","29954397","create date:2018/06/30 | first author:Naigaga DA",
"The 2017 Dutch Physical Activity Guidelines.","/pubmed/29940977","Weggemans RM, Backx FJG, Borghouts L, Chinapaw M, Hopman MTE, Koster A, Kremers S, van Loon LJC, May A, Mosterd A, van der Ploeg HP, Takken T, Visser M, Wendel-Vos GCW, de Geus EJC; Committee Dutch Physical Activity Guidelines 2017..","Int J Behav Nutr Phys Act. 2018 Jun 25;15(1):58. doi: 10.1186/s12966-018-0661-9. Review.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29940977 | PMCID:PMC6016137","pubmed","29940977","create date:2018/06/27 | first author:Weggemans RM",
"Describing the diurnal relationships between objectively measured mother and infant physical activity.","/pubmed/29940957","Prioreschi A, Brage S, Westgate K, Micklesfield LK.","Int J Behav Nutr Phys Act. 2018 Jun 25;15(1):59. doi: 10.1186/s12966-018-0692-2.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29940957 | PMCID:PMC6020239","pubmed","29940957","create date:2018/06/27 | first author:Prioreschi A",
"The effectiveness of the food and beverage industry's self-established uniform nutrition criteria at improving the healthfulness of food advertising viewed by Canadian children on television.","/pubmed/29929539","Potvin Kent M, Smith JR, Pauzé E, L'Abbé M.","Int J Behav Nutr Phys Act. 2018 Jun 22;15(1):57. doi: 10.1186/s12966-018-0694-0.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29929539 | PMCID:PMC6013888","pubmed","29929539","create date:2018/06/23 | first author:Potvin Kent M",
"Do mothers accurately identify their child's overweight/obesity status during early childhood? Evidence from a nationally representative cohort study.","/pubmed/29921288","Queally M, Doherty E, Matvienko-Sikar K, Toomey E, Cullinan J, Harrington JM, Kearney PM; Choosing Healthy Eating for Infant Health (CHErIsH) study team..","Int J Behav Nutr Phys Act. 2018 Jun 19;15(1):56. doi: 10.1186/s12966-018-0688-y.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29921288 | PMCID:PMC6006594","pubmed","29921288","create date:2018/06/21 | first author:Queally M",
"Exploring the cross-sectional association between outdoor recreational facilities and leisure-time physical activity: the role of usage and residential self-selection.","/pubmed/29914517","Mackenbach JD, Matias de Pinho MG, Faber E, Braver ND, de Groot R, Charreire H, Oppert JM, Bardos H, Rutter H, Compernolle S, De Bourdeaudhuij I, Lakerveld J.","Int J Behav Nutr Phys Act. 2018 Jun 18;15(1):55. doi: 10.1186/s12966-018-0689-x.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29914517 | PMCID:PMC6006552","pubmed","29914517","create date:2018/06/20 | first author:Mackenbach JD",
"Towards the measurement of food literacy with respect to healthy eating: the development and validation of the self perceived food literacy scale among an adult sample in the Netherlands.","/pubmed/29914503","Poelman MP, Dijkstra SC, Sponselee H, Kamphuis CBM, Battjes-Fries MCE, Gillebaart M, Seidell JC.","Int J Behav Nutr Phys Act. 2018 Jun 18;15(1):54. doi: 10.1186/s12966-018-0687-z.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29914503 | PMCID:PMC6006995","pubmed","29914503","create date:2018/06/20 | first author:Poelman MP",
"A comparison of standard and compositional data analysis in studies addressing group differences in sedentary behavior and physical activity.","/pubmed/29903009","Gupta N, Mathiassen SE, Mateu-Figueras G, Heiden M, Hallman DM, Jørgensen MB, Holtermann A.","Int J Behav Nutr Phys Act. 2018 Jun 15;15(1):53. doi: 10.1186/s12966-018-0685-1.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29903009 | PMCID:PMC6003121","pubmed","29903009","create date:2018/06/16 | first author:Gupta N",
"The nature of UK supermarkets' policies on checkout food and associations with healthfulness and type of food displayed: cross-sectional study.","/pubmed/29891005","Ejlerskov KT, Stead M, Adamson A, White M, Adams J.","Int J Behav Nutr Phys Act. 2018 Jun 11;15(1):52. doi: 10.1186/s12966-018-0684-2.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29891005 | PMCID:PMC5996483","pubmed","29891005","create date:2018/06/13 | first author:Ejlerskov KT",
"Implementation and scale up of population physical activity interventions for clinical and community settings: the PRACTIS guide.","/pubmed/29884236","Koorts H, Eakin E, Estabrooks P, Timperio A, Salmon J, Bauman A.","Int J Behav Nutr Phys Act. 2018 Jun 8;15(1):51. doi: 10.1186/s12966-018-0678-0.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29884236 | PMCID:PMC5994105","pubmed","29884236","create date:2018/06/10 | first author:Koorts H",
"RiseTx: testing the feasibility of a web application for reducing sedentary behavior among prostate cancer survivors receiving androgen deprivation therapy.","/pubmed/29880049","Trinh L, Arbour-Nicitopoulos KP, Sabiston CM, Berry SR, Loblaw A, Alibhai SMH, Jones JM, Faulkner GE.","Int J Behav Nutr Phys Act. 2018 Jun 7;15(1):49. doi: 10.1186/s12966-018-0686-0. Erratum in: Int J Behav Nutr Phys Act. 2018 Dec 4;15(1):124. ","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29880049 | PMCID:PMC5992665","pubmed","29880049","create date:2018/06/09 | first author:Trinh L",
"Results of a feasibility cluster randomised controlled trial of a peer-led school-based intervention to increase the physical activity of adolescent girls (PLAN-A).","/pubmed/29880048","Sebire SJ, Jago R, Banfield K, Edwards MJ, Campbell R, Kipping R, Blair PS, Kadir B, Garfield K, Matthews J, Lyons RA, Hollingworth W.","Int J Behav Nutr Phys Act. 2018 Jun 7;15(1):50. doi: 10.1186/s12966-018-0682-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29880048 | PMCID:PMC5992776","pubmed","29880048","create date:2018/06/09 | first author:Sebire SJ",
"Physical activity programming and counseling preferences among cancer survivors: a systematic review.","/pubmed/29879993","Wong JN, McAuley E, Trinh L.","Int J Behav Nutr Phys Act. 2018 Jun 7;15(1):48. doi: 10.1186/s12966-018-0680-6. Review.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29879993 | PMCID:PMC5992647","pubmed","29879993","create date:2018/06/09 | first author:Wong JN",
"Associations among workplace environment, self-regulation, and domain-specific physical activities among white-collar workers: a multilevel longitudinal study.","/pubmed/29855392","Watanabe K, Kawakami N, Otsuka Y, Inoue S.","Int J Behav Nutr Phys Act. 2018 May 31;15(1):47. doi: 10.1186/s12966-018-0681-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29855392 | PMCID:PMC5984456","pubmed","29855392","create date:2018/06/02 | first author:Watanabe K",
"Food marketing in recreational sport settings in Canada: a cross-sectional audit in different policy environments using the Food and beverage Marketing Assessment Tool for Settings (FoodMATS).","/pubmed/29848329","Prowse RJL, Naylor PJ, Olstad DL, Carson V, Storey K, Mâsse LC, Kirk SFL, Raine KD.","Int J Behav Nutr Phys Act. 2018 May 31;15(1):39. doi: 10.1186/s12966-018-0673-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29848329 | PMCID:PMC5977555","pubmed","29848329","create date:2018/06/01 | first author:Prowse RJL",
"Reliability and validity of a novel tool to comprehensively assess food and beverage marketing in recreational sport settings.","/pubmed/29848321","Prowse RJL, Naylor PJ, Olstad DL, Carson V, Mâsse LC, Storey K, Kirk SFL, Raine KD.","Int J Behav Nutr Phys Act. 2018 May 31;15(1):38. doi: 10.1186/s12966-018-0667-3.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29848321 | PMCID:PMC5977740","pubmed","29848321","create date:2018/06/01 | first author:Prowse RJL",
"Individual- and community-level neighbor relationships and physical activity among older Japanese adults living in a metropolitan area: a cross-sectional multilevel analysis.","/pubmed/29801456","Seino S, Kitamura A, Nishi M, Tomine Y, Tanaka I, Taniguchi Y, Yokoyama Y, Amano H, Narita M, Ikeuchi T, Fujiwara Y, Shinkai S.","Int J Behav Nutr Phys Act. 2018 May 25;15(1):46. doi: 10.1186/s12966-018-0679-z.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29801456 | PMCID:PMC5970450","pubmed","29801456","create date:2018/05/29 | first author:Seino S",
"The effects of a lifestyle-focused text-messaging intervention on adherence to dietary guideline recommendations in patients with coronary heart disease: an analysis of the TEXT ME study.","/pubmed/29792202","Santo K, Hyun K, de Keizer L, Thiagalingam A, Hillis GS, Chalmers J, Redfern J, Chow CK.","Int J Behav Nutr Phys Act. 2018 May 23;15(1):45. doi: 10.1186/s12966-018-0677-1.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29792202 | PMCID:PMC5967045","pubmed","29792202","create date:2018/05/25 | first author:Santo K",
"Associations between local descriptive norms for overweight/obesity and insufficient fruit intake, individual-level diet, and 10-year change in body mass index and glycosylated haemoglobin in an Australian cohort.","/pubmed/29776358","Carroll SJ, Niyonsenga T, Coffee NT, Taylor AW, Daniel M.","Int J Behav Nutr Phys Act. 2018 May 18;15(1):44. doi: 10.1186/s12966-018-0675-3.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29776358 | PMCID:PMC5960151","pubmed","29776358","create date:2018/05/20 | first author:Carroll SJ",
"Interventions to improve physical activity among socioeconomically disadvantaged groups: an umbrella review.","/pubmed/29764488","Craike M, Wiesner G, Hilland TA, Bengoechea EG.","Int J Behav Nutr Phys Act. 2018 May 15;15(1):43. doi: 10.1186/s12966-018-0676-2. Review.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29764488 | PMCID:PMC5952843","pubmed","29764488","create date:2018/05/17 | first author:Craike M",
"Impact of calorie labelling in worksite cafeterias: a stepped wedge randomised controlled pilot trial.","/pubmed/29754587","Vasiljevic M, Cartwright E, Pilling M, Lee MM, Bignardi G, Pechey R, Hollands GJ, Jebb SA, Marteau TM.","Int J Behav Nutr Phys Act. 2018 May 14;15(1):41. doi: 10.1186/s12966-018-0671-7.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29754587 | PMCID:PMC5950179","pubmed","29754587","create date:2018/05/15 | first author:Vasiljevic M",
"Yoga's potential for promoting healthy eating and physical activity behaviors among young adults: a mixed-methods study.","/pubmed/29720214","Watts AW, Rydell SA, Eisenberg ME, Laska MN, Neumark-Sztainer D.","Int J Behav Nutr Phys Act. 2018 May 2;15(1):42. doi: 10.1186/s12966-018-0674-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29720214 | PMCID:PMC5932774","pubmed","29720214","create date:2018/05/04 | first author:Watts AW",
"Effectiveness of the 'Girls Active' school-based physical activity programme: A cluster randomised controlled trial.","/pubmed/29695250","Harrington DM, Davies MJ, Bodicoat DH, Charles JM, Chudasama YV, Gorely T, Khunti K, Plekhanova T, Rowlands AV, Sherar LB, Tudor Edwards R, Yates T, Edwardson CL.","Int J Behav Nutr Phys Act. 2018 Apr 25;15(1):40. doi: 10.1186/s12966-018-0664-6.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29695250 | PMCID:PMC5918764","pubmed","29695250","create date:2018/04/27 | first author:Harrington DM",
"Sustained impact of energy-dense TV and online food advertising on children's dietary intake: a within-subject, randomised, crossover, counter-balanced trial.","/pubmed/29650023","Norman J, Kelly B, McMahon AT, Boyland E, Baur LA, Chapman K, King L, Hughes C, Bauman A.","Int J Behav Nutr Phys Act. 2018 Apr 12;15(1):37. doi: 10.1186/s12966-018-0672-6.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29650023 | PMCID:PMC5897936","pubmed","29650023","create date:2018/04/14 | first author:Norman J",
"Self-reported domain-specific and accelerometer-based physical activity and sedentary behaviour in relation to psychological distress among an urban Asian population.","/pubmed/29618384","Chu AHY, van Dam RM, Biddle SJH, Tan CS, Koh D, Müller-Riemenschneider F.","Int J Behav Nutr Phys Act. 2018 Apr 5;15(1):36. doi: 10.1186/s12966-018-0669-1.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29618384 | PMCID:PMC5885357","pubmed","29618384","create date:2018/04/06 | first author:Chu AHY",
"Physical activity and sedentary behavior in preschoolers: a longitudinal assessment of trajectories and determinants.","/pubmed/29618360","Schmutz EA, Haile SR, Leeger-Aschmann CS, Kakebeeke TH, Zysset AE, Messerli-Bürgy N, Stülb K, Arhab A, Meyer AH, Munsch S, Puder JJ, Jenni OG, Kriemler S.","Int J Behav Nutr Phys Act. 2018 Apr 4;15(1):35. doi: 10.1186/s12966-018-0670-8.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29618360 | PMCID:PMC5885465","pubmed","29618360","create date:2018/04/06 | first author:Schmutz EA",
"Impact of scheduling multiple outdoor free-play periods in childcare on child moderate-to-vigorous physical activity: a cluster randomised trial.","/pubmed/29615061","Razak LA, Yoong SL, Wiggers J, Morgan PJ, Jones J, Finch M, Sutherland R, Lecathelnais C, Gillham K, Clinton-McHarg T, Wolfenden L.","Int J Behav Nutr Phys Act. 2018 Apr 4;15(1):34. doi: 10.1186/s12966-018-0665-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29615061 | PMCID:PMC5883422","pubmed","29615061","create date:2018/04/05 | first author:Razak LA",
"Associations of neighbourhood walkability indices with weight gain.","/pubmed/29615131","Koohsari MJ, Oka K, Shibata A, Liao Y, Hanibuchi T, Owen N, Sugiyama T.","Int J Behav Nutr Phys Act. 2018 Apr 3;15(1):33. doi: 10.1186/s12966-018-0668-2.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29615131 | PMCID:PMC5883344","pubmed","29615131","create date:2018/04/05 | first author:Koohsari MJ",
"Associations of increases in public transport use with physical activity and adiposity in older adults.","/pubmed/29609657","Laverty AA, Webb E, Vamos EP, Millett C.","Int J Behav Nutr Phys Act. 2018 Apr 2;15(1):31. doi: 10.1186/s12966-018-0660-x.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29609657 | PMCID:PMC5879764","pubmed","29609657","create date:2018/04/04 | first author:Laverty AA",
"Cluster randomized controlled trial of a multilevel physical activity intervention for older adults.","/pubmed/29609594","Kerr J, Rosenberg D, Millstein RA, Bolling K, Crist K, Takemoto M, Godbole S, Moran K, Natarajan L, Castro-Sweet C, Buchner D.","Int J Behav Nutr Phys Act. 2018 Apr 2;15(1):32. doi: 10.1186/s12966-018-0658-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29609594 | PMCID:PMC5879834","pubmed","29609594","create date:2018/04/04 | first author:Kerr J",
"Are dietary inequalities among Australian adults changing? a nationally representative analysis of dietary change according to socioeconomic position between 1995 and 2011-13.","/pubmed/29606145","Olstad DL, Leech RM, Livingstone KM, Ball K, Thomas B, Potter J, Cleanthous X, Reynolds R, McNaughton SA.","Int J Behav Nutr Phys Act. 2018 Apr 2;15(1):30. doi: 10.1186/s12966-018-0666-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29606145 | PMCID:PMC5879763","pubmed","29606145","create date:2018/04/03 | first author:Olstad DL",
"Worldwide use of the first set of physical activity Country Cards: The Global Observatory for Physical Activity - GoPA!","/pubmed/29587783","Ramirez Varela A, Salvo D, Pratt M, Milton K, Siefken K, Bauman A, Kohl HW 3rd, Lee IM, Heath G, Foster C, Powell K, Hallal PC.","Int J Behav Nutr Phys Act. 2018 Mar 27;15(1):29. doi: 10.1186/s12966-018-0663-7.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29587783 | PMCID:PMC5869782","pubmed","29587783","create date:2018/03/29 | first author:Ramirez Varela A",
"Stability in the feeding practices and styles of low-income mothers: questionnaire and observational analyses.","/pubmed/29566714","Silva Garcia K, Power TG, Beck AD, Fisher JO, Goodell LS, Johnson SL, O'Connor TM, Hughes SO.","Int J Behav Nutr Phys Act. 2018 Mar 23;15(1):28. doi: 10.1186/s12966-018-0656-6.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29566714 | PMCID:PMC5865305","pubmed","29566714","create date:2018/03/24 | first author:Silva Garcia K",
"Effects of prescribed aerobic exercise volume on physical activity and sedentary time in postmenopausal women: a randomized controlled trial.","/pubmed/29562927","McNeil J, Farris MS, Ruan Y, Merry H, Lynch BM, Matthews CE, Courneya KS, Friedenreich CM.","Int J Behav Nutr Phys Act. 2018 Mar 21;15(1):27. doi: 10.1186/s12966-018-0659-3.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29562927 | PMCID:PMC5863375","pubmed","29562927","create date:2018/03/23 | first author:McNeil J",
"Patterns of health behaviour associated with active travel: a compositional data analysis.","/pubmed/29562923","Foley L, Dumuid D, Atkin AJ, Olds T, Ogilvie D.","Int J Behav Nutr Phys Act. 2018 Mar 21;15(1):26. doi: 10.1186/s12966-018-0662-8.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29562923 | PMCID:PMC5861598","pubmed","29562923","create date:2018/03/23 | first author:Foley L",
"Socio-economic and demographic factors associated with snacking behavior in a large sample of French adults.","/pubmed/29544552","Si Hassen W, Castetbon K, Péneau S, Tichit C, Nechba A, Lampuré A, Bellisle F, Hercberg S, Méjean C.","Int J Behav Nutr Phys Act. 2018 Mar 15;15(1):25. doi: 10.1186/s12966-018-0655-7.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29544552 | PMCID:PMC5856366","pubmed","29544552","create date:2018/03/17 | first author:Si Hassen W",
"INSIGHT responsive parenting intervention reduces infant's screen time and television exposure.","/pubmed/29544506","Adams EL, Marini ME, Stokes J, Birch LL, Paul IM, Savage JS.","Int J Behav Nutr Phys Act. 2018 Mar 15;15(1):24. doi: 10.1186/s12966-018-0657-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29544506 | PMCID:PMC5855973","pubmed","29544506","create date:2018/03/17 | first author:Adams EL",
"Cost-effectiveness of healthy eating and/or physical activity promotion in pregnant women at increased risk of gestational diabetes mellitus: economic evaluation alongside the DALI study, a European multicenter randomized controlled trial.","/pubmed/29540227","Broekhuizen K, Simmons D, Devlieger R, van Assche A, Jans G, Galjaard S, Corcoy R, Adelantado JM, Dunne F, Desoye G, Harreiter J, Kautzky-Willer A, Damm P, Mathiesen ER, Jensen DM, Andersen LL, Lapolla A, Dalfra MG, Bertolotto A, Wender-Ozegowska E, Zawiejska A, Hill D, et al.","Int J Behav Nutr Phys Act. 2018 Mar 14;15(1):23. doi: 10.1186/s12966-018-0643-y.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29540227 | PMCID:PMC5853142","pubmed","29540227","create date:2018/03/16 | first author:Broekhuizen K",
"The effects of acceptance and commitment therapy on eating behavior and diet delivered through face-to-face contact and a mobile app: a randomized controlled trial.","/pubmed/29482636","Järvelä-Reijonen E, Karhunen L, Sairanen E, Muotka J, Lindroos S, Laitinen J, Puttonen S, Peuhkuri K, Hallikainen M, Pihlajamäki J, Korpela R, Ermes M, Lappalainen R, Kolehmainen M.","Int J Behav Nutr Phys Act. 2018 Feb 27;15(1):22. doi: 10.1186/s12966-018-0654-8.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29482636 | PMCID:PMC5828146","pubmed","29482636","create date:2018/02/28 | first author:Järvelä-Reijonen E",
"Development and reliability of a streetscape observation instrument for international use: MAPS-global.","/pubmed/29482633","Cain KL, Geremia CM, Conway TL, Frank LD, Chapman JE, Fox EH, Timperio A, Veitch J, Van Dyck D, Verhoeven H, Reis R, Augusto A, Cerin E, Mellecker RR, Queralt A, Molina-García J, Sallis JF.","Int J Behav Nutr Phys Act. 2018 Feb 26;15(1):19. doi: 10.1186/s12966-018-0650-z.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29482633 | PMCID:PMC5828144","pubmed","29482633","create date:2018/02/28 | first author:Cain KL",
"Systematic comparative validation of self-report measures of sedentary time against an objective measure of postural sitting (activPAL).","/pubmed/29482617","Chastin SFM, Dontje ML, Skelton DA, Čukić I, Shaw RJ, Gill JMR, Greig CA, Gale CR, Deary IJ, Der G, Dall PM; Seniors USP team..","Int J Behav Nutr Phys Act. 2018 Feb 26;15(1):21. doi: 10.1186/s12966-018-0652-x.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29482617 | PMCID:PMC5828279","pubmed","29482617","create date:2018/02/28 | first author:Chastin SFM",
"Cadence (steps/min) and intensity during ambulation in 6-20 year olds: the CADENCE-kids study.","/pubmed/29482554","Tudor-Locke C, Schuna JM Jr, Han H, Aguiar EJ, Larrivee S, Hsia DS, Ducharme SW, Barreira TV, Johnson WD.","Int J Behav Nutr Phys Act. 2018 Feb 26;15(1):20. doi: 10.1186/s12966-018-0651-y.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29482554 | PMCID:PMC5828000","pubmed","29482554","create date:2018/02/28 | first author:Tudor-Locke C",
"Associations within school-based same-sex friendship networks of children's physical activity and sedentary behaviours: a cross-sectional social network analysis.","/pubmed/29467006","Salway RE, Sebire SJ, Solomon-Moore E, Thompson JL, Jago R.","Int J Behav Nutr Phys Act. 2018 Feb 21;15(1):18. doi: 10.1186/s12966-018-0653-9.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29467006 | PMCID:PMC5822654","pubmed","29467006","create date:2018/02/23 | first author:Salway RE",
"Modelling the cost differential between healthy and current diets: the New Zealand case study.","/pubmed/29426334","Vandevijvere S, Young N, Mackay S, Swinburn B, Gahegan M.","Int J Behav Nutr Phys Act. 2018 Feb 9;15(1):16. doi: 10.1186/s12966-018-0648-6.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29426334 | PMCID:PMC5807767","pubmed","29426334","create date:2018/02/11 | first author:Vandevijvere S",
"Role of parental and environmental characteristics in toddlers' physical activity and screen time: Bayesian analysis of structural equation models.","/pubmed/29426324","Lee EY, Hesketh KD, Rhodes RE, Rinaldi CM, Spence JC, Carson V.","Int J Behav Nutr Phys Act. 2018 Feb 9;15(1):17. doi: 10.1186/s12966-018-0649-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29426324 | PMCID:PMC5807771","pubmed","29426324","create date:2018/02/11 | first author:Lee EY",
