Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;
"Combined training is the most effective training modality to improve aerobic capacity and blood pressure control in people requiring haemodialysis for end-stage renal disease: systematic review and network meta-analysis.,""/pubmed/30581137"",""Scapini KB, Bohlke M, Moraes OA, Rodrigues CG, Inácio JF, Sbruzzi G, Leguisamo CP, Sanches IC, Tourinho Filho H, Irigoyen MC."",""J Physiother. 2019 Jan";"65(1):4-15. doi: 10.1016/j.jphys.2018.11.008. Epub 2018 Dec 21."",""J Physiother.  2019"",""PubMed"",""citation"",""PMID:30581137"",""pubmed"",""30581137"",""create date:2018/12/26 | first author:Scapini KB"",";
"People undertaking pulmonary rehabilitation are willing and able to provide accurate data via a remote pulse oximetry system: a multicentre observational study.,""/pubmed/30573441"",""Bonnevie T, Gravier FE, Elkins M, Dupuis J, Prieur G, Combret Y, Viacroze C, Debeaumont D, Robleda-Quesada A, Quieffin J, Lamia B, Patout M, Cuvelier A, Muir JF, Medrinal C, Tardif C."",""J Physiother. 2019 Jan";"65(1):28-36. doi: 10.1016/j.jphys.2018.11.002. Epub 2018 Dec 17."",""J Physiother.  2019"",""PubMed"",""citation"",""PMID:30573441"",""pubmed"",""30573441"",""create date:2018/12/24 | first author:Bonnevie T"",";
"Dose-response between frequency of breaks in sedentary time and glucose control in type 2 diabetes: A proof of concept study.,""/pubmed/30770192"",""Paing AC, McMillan KA, Kirk AF, Collier A, Hewitt A, Chastin SFM."",""J Sci Med Sport. 2019 Jan 31. pii: S1440-2440(18)30914-9. doi: 10.1016/j.jsams.2019.01.017. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30770192"",""pubmed"",""30770192"",""create date:2019/02/17 | first author:Paing AC"",";;
"Are MMP3, MMP8 and TIMP2 gene variants associated with anterior cruciate ligament rupture susceptibility?,""/pubmed/30755371"",""Luli�?ska-Kuklik E, Rahim M, Moska W, Maculewicz E, Kaczmarczyk M, Maciejewska-Skrendo A, Ficek K, Cieszczyk P, September AV, Sawczuk M."",""J Sci Med Sport. 2019 Jan 29. pii: S1440-2440(19)30093-3. doi: 10.1016/j.jsams.2019.01.014. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30755371"",""pubmed"",""30755371"",""create date:2019/02/14 | first author:Luli�?ska-Kuklik E"",";;
"Lower limb ischemic preconditioning combined with dietary nitrate supplementation does not influence time-trial performance in well-trained cyclists.,""/pubmed/30745097"",""McIlvenna LC, Muggeridge DJ, Forrest Nee Whyte LJ, Monaghan C, Liddle L, Burleigh MC, Sculthorpe N, Fernandez BO, Feelisch M, Easton C."",""J Sci Med Sport. 2019 Jan 26. pii: S1440-2440(18)30922-8. doi: 10.1016/j.jsams.2019.01.011. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30745097"",""pubmed"",""30745097"",""create date:2019/02/13 | first author:McIlvenna LC"",";;
"Effects of different protocols of high intensity interval training for VO(2)max improvements in adults: A meta-analysis of randomised controlled trials.,""/pubmed/30733142"",""Wen D, Utesch T, Wu J, Robertson S, Liu J, Hu G, Chen H."",""J Sci Med Sport. 2019 Jan 29. pii: S1440-2440(18)30919-8. doi: 10.1016/j.jsams.2019.01.013. [Epub ahead of print] Review."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30733142"",""pubmed"",""30733142"",""create date:2019/02/09 | first author:Wen D"",";;
"The influence of mound height on baseball movement and pitching biomechanics.,""/pubmed/30733141"",""Diffendaffer AZ, Slowik JS, Lo NJ, Drogosz M, Fleisig GS."",""J Sci Med Sport. 2019 Jan 29. pii: S1440-2440(18)31068-5. doi: 10.1016/j.jsams.2019.01.012. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30733141"",""pubmed"",""30733141"",""create date:2019/02/09 | first author:Diffendaffer AZ"",";;
"Sleep practices implemented by team sport coaches and sports science support staff: A potential avenue to improve athlete sleep?,""/pubmed/30685228"",""Miles KH, Clark B, Fowler PM, Miller J, Pumpa KL."",""J Sci Med Sport. 2019 Jan 19. pii: S1440-2440(18)31239-8. doi: 10.1016/j.jsams.2019.01.008. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30685228"",""pubmed"",""30685228"",""create date:2019/01/28 | first author:Miles KH"",";;
"Combining higher-load and lower-load resistance training exercises: A systematic review and meta-analysis of findings from complex training studies.,""/pubmed/30683485"",""Bauer P, Uebellacker F, Mitter B, Aigner AJ, Hasenoehrl T, Ristl R, Tschan H, Seitz LB."",""J Sci Med Sport. 2019 Jan 16. pii: S1440-2440(18)30966-6. doi: 10.1016/j.jsams.2019.01.006. [Epub ahead of print] Review."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30683485"",""pubmed"",""30683485"",""create date:2019/01/27 | first author:Bauer P"",";;
"Can the intensity of physical activity be accurately measured in older adults using questionnaires?,""/pubmed/30665754"",""Northey JM, Rattray B, Pumpa KL, Smee DJ, Welvaert M, Anstey KJ, Cherbuin N."",""J Sci Med Sport. 2019 Jan 10. pii: S1440-2440(18)30565-6. doi: 10.1016/j.jsams.2019.01.004. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30665754"",""pubmed"",""30665754"",""create date:2019/01/23 | first author:Northey JM"",";;
"Isokinetic resistance training combined with eccentric overload improves athletic performance and induces muscle hypertrophy in young ice hockey players.,""/pubmed/30660559"",""Horwath O, Paulsen G, Esping T, Seynnes O, Olsson MC."",""J Sci Med Sport. 2019 Jan 6. pii: S1440-2440(19)30001-5. doi: 10.1016/j.jsams.2018.12.017. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30660559"",""pubmed"",""30660559"",""create date:2019/01/21 | first author:Horwath O"",";;
"Standing is not enough: A randomized crossover study on the acute cardiometabolic effects of variations in sitting in healthy young men.,""/pubmed/30651222"",""Altenburg TM, Rotteveel J, SernǸ EH, Chinapaw MJM."",""J Sci Med Sport. 2019 Jan 4. pii: S1440-2440(18)30626-1. doi: 10.1016/j.jsams.2018.12.016. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30651222"",""pubmed"",""30651222"",""create date:2019/01/18 | first author:Altenburg TM"",";;
"Automatic detection of one-on-one tackles and ruck events using microtechnology in rugby union.,""/pubmed/30642674"",""Chambers RM, Gabbett TJ, Gupta R, Josman C, Bown R, Stridgeon P, Cole MH."",""J Sci Med Sport. 2019 Jan 6. pii: S1440-2440(18)30292-5. doi: 10.1016/j.jsams.2019.01.001. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30642674"",""pubmed"",""30642674"",""create date:2019/01/16 | first author:Chambers RM"",";;
"Movement characteristics of volleyball spike jump performance in females.,""/pubmed/30630741"",""Fuchs PX, Fusco A, Bell JW, von Duvillard SP, Cortis C, Wagner H."",""J Sci Med Sport. 2019 Jan 6. pii: S1440-2440(18)30617-0. doi: 10.1016/j.jsams.2019.01.002. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30630741"",""pubmed"",""30630741"",""create date:2019/01/12 | first author:Fuchs PX"",";;
"Toxic tau: The TAU gene polymorphisms associate with concussion history in rugby union players.,""/pubmed/30554614"",""Abrahams S, Mc Fie S, Patricios J, Suter J, September AV, Posthumus M."",""J Sci Med Sport. 2019 Jan";"22(1):22-28. doi: 10.1016/j.jsams.2018.06.012. Epub 2018 Jun 21."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30554614"",""pubmed"",""30554614"",""create date:2018/12/18 | first author:Abrahams S"",";
"Wearing compression socks during exercise aids subsequent performance.,""/pubmed/30554612"",""Brophy-Williams N, Driller MW, Kitic CM, Fell JW, Halson SL."",""J Sci Med Sport. 2019 Jan";"22(1):123-127. doi: 10.1016/j.jsams.2018.06.010. Epub 2018 Jun 19."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30554612"",""pubmed"",""30554612"",""create date:2018/12/18 | first author:Brophy-Williams N"",";
"Intermittent exercise-heat exposures and intense physical activity sustain heat acclimation adaptations.,""/pubmed/30554611"",""Pryor JL, Pryor RR, Vandermark LW, Adams EL, VanScoy RM, Casa DJ, Armstrong LE, Lee EC, DiStefano LJ, Anderson JM, Maresh CM."",""J Sci Med Sport. 2019 Jan";"22(1):117-122. doi: 10.1016/j.jsams.2018.06.009. Epub 2018 Jun 19."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30554611"",""pubmed"",""30554611"",""create date:2018/12/18 | first author:Pryor JL"",";
"Longitudinal associations of fundamental movement skills with objectively measured physical activity and sedentariness during school transition from primary to lower secondary school.,""/pubmed/30098976"",""Jaakkola T, Hakonen H, Kankaanp���� A, Joensuu L, Kulmala J, Kallio J, Watt A, Tammelin TH."",""J Sci Med Sport. 2019 Jan";"22(1):85-90. doi: 10.1016/j.jsams.2018.07.012. Epub 2018 Jul 23."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30098976"",""pubmed"",""30098976"",""create date:2018/08/14 | first author:Jaakkola T"",";
"Can the workload-injury relationship be moderated by improved strength, speed and repeated-sprint qualities?,""/pubmed/30057364"",""Malone S, Hughes B, Doran DA, Collins K, Gabbett TJ."",""J Sci Med Sport. 2019 Jan";"22(1):29-34. doi: 10.1016/j.jsams.2018.01.010. Epub 2018 Feb 2."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30057364"",""pubmed"",""30057364"",""create date:2018/07/31 | first author:Malone S"",";
"Exercise, health outcomes, and p��diatric obesity: A systematic review of meta-analyses.,""/pubmed/30054135"",""Garc��a-Hermoso A, Ram��rez-VǸlez R, Saavedra JM."",""J Sci Med Sport. 2019 Jan";"22(1):76-84. doi: 10.1016/j.jsams.2018.07.006. Epub 2018 Jul 24."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30054135"",""pubmed"",""30054135"",""create date:2018/07/29 | first author:Garc��a-Hermoso A"",";
"Promoting physical activity in rural Australian adults using an online intervention.,""/pubmed/30031747"",""Mitchell BL, Smith AE, Rowlands AV, Fraysse F, Parfitt G, Lewis NR, Dollman J."",""J Sci Med Sport. 2019 Jan";"22(1):70-75. doi: 10.1016/j.jsams.2018.07.002. Epub 2018 Jul 10."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30031747"",""pubmed"",""30031747"",""create date:2018/07/23 | first author:Mitchell BL"",";
"Greater loss of horizontal force after a repeated-sprint test in footballers with a previous hamstring injury.,""/pubmed/30025916"",""Lord C, Blazevich AJ, Drinkwater EJ, Ma'ayah F."",""J Sci Med Sport. 2019 Jan";"22(1):16-21. doi: 10.1016/j.jsams.2018.06.008. Epub 2018 Jun 20."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:30025916"",""pubmed"",""30025916"",""create date:2018/07/22 | first author:Lord C"",";
"A multi-year injury epidemiology analysis of an elite national junior tennis program.,""/pubmed/29958840"",""Gescheit DT, Cormack SJ, Duffield R, Kovalchik S, Wood TO, Omizzolo M, Reid M."",""J Sci Med Sport. 2019 Jan";"22(1):11-15. doi: 10.1016/j.jsams.2018.06.006. Epub 2018 Jun 19."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29958840"",""pubmed"",""29958840"",""create date:2018/07/01 | first author:Gescheit DT"",";
"Seasonal time-loss match injury rates and burden in South African under-16 rugby teams.,""/pubmed/29958838"",""Sewry N, Verhagen E, Lambert M, van Mechelen W, Readhead C, Viljoen W, Brown J."",""J Sci Med Sport. 2019 Jan";"22(1):54-58. doi: 10.1016/j.jsams.2018.06.007. Epub 2018 Jun 19."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29958838"",""pubmed"",""29958838"",""create date:2018/07/01 | first author:Sewry N"",";
"Reasons and predictors of discontinuation of running after a running program for novice runners.,""/pubmed/29934211"",""Fokkema T, Hartgens F, Kluitenberg B, Verhagen E, Backx FJG, van der Worp H, Bierma-Zeinstra SMA, Koes BW, van Middelkoop M."",""J Sci Med Sport. 2019 Jan";"22(1):106-111. doi: 10.1016/j.jsams.2018.06.003. Epub 2018 Jun 18."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29934211"",""pubmed"",""29934211"",""create date:2018/06/24 | first author:Fokkema T"",";
"Motor learning of a dynamic balance task: Influence of lower limb power and prior balance practice.,""/pubmed/29921504"",""Giboin LS, Gruber M, Kramer A."",""J Sci Med Sport. 2019 Jan";"22(1):101-105. doi: 10.1016/j.jsams.2018.05.029. Epub 2018 Jun 7."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29921504"",""pubmed"",""29921504"",""create date:2018/06/21 | first author:Giboin LS"",";
"Immediate and sustained effects of intermittent exercise on inhibitory control and task-related heart rate variability in adolescents.,""/pubmed/29886135"",""Ludyga S, PǬhse U, Lucchi S, Marti J, Gerber M."",""J Sci Med Sport. 2019 Jan";"22(1):96-100. doi: 10.1016/j.jsams.2018.05.027. Epub 2018 Jun 5."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29886135"",""pubmed"",""29886135"",""create date:2018/06/11 | first author:Ludyga S"",";
"The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study.,""/pubmed/29884595"",""Whalan M, Lovell R, McCunn R, Sampson JA."",""J Sci Med Sport. 2019 Jan";"22(1):42-47. doi: 10.1016/j.jsams.2018.05.024. Epub 2018 May 31."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29884595"",""pubmed"",""29884595"",""create date:2018/06/10 | first author:Whalan M"",";
"The relationships between multiaxial loading history and tibial strains during load carriage.,""/pubmed/29884594"",""Hughes JM, Dickin DC, Wang H."",""J Sci Med Sport. 2019 Jan";"22(1):48-53. doi: 10.1016/j.jsams.2018.05.026. Epub 2018 Jun 1."",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:29884594"",""pubmed"",""29884594"",""create date:2018/06/10 | first author:Hughes JM"",";
"Effect of High-Intensity Exercise on Multiple Sclerosis Function and 31P MRS Outcomes.,""/pubmed/30707115"",""Orban A, Garg B, Sammi MK, Bourdette DN, Rooney WD, Kuehl K, Spain RI."",""Med Sci Sports Exerc. 2019 Jan 30. doi: 10.1249/MSS.0000000000001914. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30707115"",""pubmed"",""30707115"",""create date:2019/02/02 | first author:Orban A"",";;
"Cerebral Blood Flow during Exercise in Heart Failure: Impact of Ventricular Assist Devices.,""/pubmed/30694981"",""Smith KJ, Suarez IM, Scheer A, Chasland LC, Thomas HJ, Correia MA, Dembo LG, Naylor LH, Maiorana AJ, Green DJ."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001904. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694981"",""pubmed"",""30694981"",""create date:2019/01/30 | first author:Smith KJ"",";;
"Machine Learning in Modeling High School Sport Concussion Symptom Resolve.,""/pubmed/30694980"",""Bergeron MF, Landset S, Maugans TA, Williams VB, Collins CL, Wasserman EB, Khoshgoftaar TM."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001903. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694980"",""pubmed"",""30694980"",""create date:2019/01/30 | first author:Bergeron MF"",";;
"Activity Tracker to Prescribe Various Exercise Intensities in Breast Cancer Survivors.,""/pubmed/30694978"",""McNeil J, Brenner DR, Stone CR, OʼReilly R, Ruan Y, Vallance JK, Courneya KS, Thorpe KE, Klein DJ, Friedenreich CM."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001890. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694978"",""pubmed"",""30694978"",""create date:2019/01/30 | first author:McNeil J"",";;
"Metabolic Implications of Diet and Energy Intake during Physical Inactivity.,""/pubmed/30694977"",""Winn NC, Pettit-Mee R, Walsh LK, Restaino RM, Ready ST, Padilla J, Kanaley JA."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001892. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694977"",""pubmed"",""30694977"",""create date:2019/01/30 | first author:Winn NC"",";;
"Histamine-Receptor Antagonists Slow 10-km Cycling Performance in Competitive Cyclists.,""/pubmed/30694974"",""Ely MR, Sieck DC, Mangum JE, Larson EA, Brito LC, Minson CT, Halliwill JR."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001911. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694974"",""pubmed"",""30694974"",""create date:2019/01/30 | first author:Ely MR"",";;
"Blood Flow Restriction Only Increases Myofibrillar Protein Synthesis with Exercise.,""/pubmed/30694972"",""Nyakayiru J, Fuchs CJ, Trommelen J, Smeets JSJ, Senden JM, Gijsen AP, Zorenc AH, van Loon LJC, Verdijk LB."",""Med Sci Sports Exerc. 2019 Jan 25. doi: 10.1249/MSS.0000000000001899. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30694972"",""pubmed"",""30694972"",""create date:2019/01/30 | first author:Nyakayiru J"",";;
"Downhill Running Acutely Elicits Mitophagy in Rat Soleus Muscle.,""/pubmed/30649103"",""Shang H, Xia Z, Bai S, Zhang H, Gu B, Wang R."",""Med Sci Sports Exerc. 2019 Jan 14. doi: 10.1249/MSS.0000000000001906. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30649103"",""pubmed"",""30649103"",""create date:2019/01/17 | first author:Shang H"",";;
"Functional Resistance Training and Affective Response in Female College-Age Students.,""/pubmed/30640287"",""Faro J, Wright JA, Hayman LL, Hastie M, Gona PN, Whiteley JA."",""Med Sci Sports Exerc. 2019 Jan 10. doi: 10.1249/MSS.0000000000001895. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30640287"",""pubmed"",""30640287"",""create date:2019/01/15 | first author:Faro J"",";;
"Effects of Obesity and Exercise on Bone Marrow Progenitor Cells following Radiation.,""/pubmed/30640286"",""Emmons R, Ngu M, Xu G, Hernández-Saavedra D, Chen H, De Lisio M."",""Med Sci Sports Exerc. 2019 Jan 10. doi: 10.1249/MSS.0000000000001894. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30640286"",""pubmed"",""30640286"",""create date:2019/01/15 | first author:Emmons R"",";;
"Similar Isokinetic Strength Preinjury and at Return to Sport after Hamstring Injury.,""/pubmed/30640285"",""van Dyk N, Wangensteen A, Vermeulen R, Whiteley R, Bahr R, Tol J, Witvrouw E."",""Med Sci Sports Exerc. 2019 Jan 10. doi: 10.1249/MSS.0000000000001900. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30640285"",""pubmed"",""30640285"",""create date:2019/01/15 | first author:van Dyk N"",";;
"HIIT Improves Left Ventricular Exercise Response in Adults with Type 2 Diabetes.,""/pubmed/30640284"",""Wilson GA, Wilkins GT, Cotter JD, Lamberts RR, Lal S, Baldi JC."",""Med Sci Sports Exerc. 2019 Jan 10. doi: 10.1249/MSS.0000000000001897. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30640284"",""pubmed"",""30640284"",""create date:2019/01/15 | first author:Wilson GA"",";;
"PHYSIOLOGICAL RESPONSES TO EXERCISE IN PEDIATRIC HEART TRANSPLANT RECIPIENTS.,""/pubmed/30629048"",""Bovard JM, De Souza AM, Harris KC, Human DG, Hosking MCK, Potts JE, Armstrong K, Sandor GGS, Cote AT."",""Med Sci Sports Exerc. 2019 Jan 8. doi: 10.1249/MSS.0000000000001889. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30629048"",""pubmed"",""30629048"",""create date:2019/01/11 | first author:Bovard JM"",";;
"Quadriceps Impairment is Associated with Gait Mechanics in Young Adults with Obesity.,""/pubmed/30629047"",""Vakula MN, Fisher KL, Garcia SA, Holmes SC, Post BK, Costa PB, Pamukoff DN."",""Med Sci Sports Exerc. 2019 Jan 8. doi: 10.1249/MSS.0000000000001891. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30629047"",""pubmed"",""30629047"",""create date:2019/01/11 | first author:Vakula MN"",";;
"Women Experience the Same Ergogenic Response to Caffeine as Men.,""/pubmed/30629046"",""Skinner TL, Desbrow B, Arapova J, Schaumberg MA, Osborne J, Grant GD, Anoopkumar-Dukie S, Leveritt MD."",""Med Sci Sports Exerc. 2019 Jan 8. doi: 10.1249/MSS.0000000000001885. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30629046"",""pubmed"",""30629046"",""create date:2019/01/11 | first author:Skinner TL"",";;
"Exercise Training Prevents Doxorubicin-induced Mitochondrial Dysfunction of the Liver.,""/pubmed/30629044"",""Hinkley JM, Morton AB, Ichinoseki-Sekine N, Huertas AM, Smuder AJ."",""Med Sci Sports Exerc. 2019 Jan 8. doi: 10.1249/MSS.0000000000001887. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30629044"",""pubmed"",""30629044"",""create date:2019/01/11 | first author:Hinkley JM"",";;
"No Thermoregulatory Impairment in Skin Graft Donor Sites during Exercise-Heat Stress.,""/pubmed/30614899"",""Cramer MN, Moralez G, Huang M, Crandall CG."",""Med Sci Sports Exerc. 2019 Jan 4. doi: 10.1249/MSS.0000000000001883. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30614899"",""pubmed"",""30614899"",""create date:2019/01/08 | first author:Cramer MN"",";;
"Does Exercise Alter Gut Microbial Composition? A Systematic Review.,""/pubmed/30157109"",""Mitchell CM, Davy BM, Hulver MW, Neilson AP, Bennett BJ, Davy KP."",""Med Sci Sports Exerc. 2019 Jan";"51(1):160-167. doi: 10.1249/MSS.0000000000001760."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30157109"",""pubmed"",""30157109"",""create date:2018/08/30 | first author:Mitchell CM"",";
"Mediating Effect of Muscle on the Relationship of Physical Activity and Bone.,""/pubmed/30157107"",""Zymbal V, Baptista F, Letuchy EM, Janz KF, Levy SM."",""Med Sci Sports Exerc. 2019 Jan";"51(1):202-210. doi: 10.1249/MSS.0000000000001759."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30157107"",""pubmed"",""30157107"",""create date:2018/08/30 | first author:Zymbal V"",";
"No Difference between Spray Dried Milk and Native Whey Supplementation with Strength Training.,""/pubmed/30157103"",""Hamarsland H, Handegard V, Kåshagen M, Benestad HB, Raastad T."",""Med Sci Sports Exerc. 2019 Jan";"51(1):75-83. doi: 10.1249/MSS.0000000000001758."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30157103 | PMCID:PMC6303128"",""pubmed"",""30157103"",""create date:2018/08/30 | first author:Hamarsland H"",";
"Resistance Training Volume Enhances Muscle Hypertrophy but Not Strength in Trained Men.,""/pubmed/30153194"",""Schoenfeld BJ, Contreras B, Krieger J, Grgic J, Delcastillo K, Belliard R, Alto A."",""Med Sci Sports Exerc. 2019 Jan";"51(1):94-103. doi: 10.1249/MSS.0000000000001764."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30153194 | PMCID:PMC6303131"",""pubmed"",""30153194"",""create date:2018/08/29 | first author:Schoenfeld BJ"",";
"Repetitive Head Impacts in Football Do Not Impair Dynamic Postural Control.,""/pubmed/30138221"",""Buckley TA, Oldham JR, Watson DJ, Murray NG, Munkasy BA, Evans KM."",""Med Sci Sports Exerc. 2019 Jan";"51(1):132-140. doi: 10.1249/MSS.0000000000001761."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30138221 | PMCID:PMC6295267"",""pubmed"",""30138221"",""create date:2018/08/24 | first author:Buckley TA"",";
"Predictors of Dropout in Exercise Trials in Older Adults: The Generation 100 Study.,""/pubmed/30113524"",""Viken H, Reitlo LS, Zisko N, Nauman J, Aspvik NP, Ingebrigtsen JE, Wisløff U, Stensvold D."",""Med Sci Sports Exerc. 2019 Jan";"51(1):49-55. doi: 10.1249/MSS.0000000000001742."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30113524"",""pubmed"",""30113524"",""create date:2018/08/17 | first author:Viken H"",";
"Augmented Anabolic Responses after 8-wk Cycling with Blood Flow Restriction.,""/pubmed/30113523"",""Conceição MS, Junior EMM, Telles GD, Libardi CA, Castro A, Andrade ALL, Brum PC, Urias Ú, Kurauti MA, Júnior JMC, Boschero AC, Cavaglieri CR, Camera DM, Chacon-Mikahil MPT."",""Med Sci Sports Exerc. 2019 Jan";"51(1):84-93. doi: 10.1249/MSS.0000000000001755."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30113523"",""pubmed"",""30113523"",""create date:2018/08/17 | first author:Conceição MS"",";
"Equivalent Hypertrophy and Strength Gains in β-Hydroxy-β-Methylbutyrate- or Leucine-supplemented Men.,""/pubmed/30113522"",""Jakubowski JS, Wong EPT, Nunes EA, Noguchi KS, Vandeweerd JK, Murphy KT, Morton RW, McGlory C, Phillips SM."",""Med Sci Sports Exerc. 2019 Jan";"51(1):65-74. doi: 10.1249/MSS.0000000000001752."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30113522 | PMCID:PMC6303132"",""pubmed"",""30113522"",""create date:2018/08/17 | first author:Jakubowski JS"",";
"Walking in Minimalist Shoes Is Effective for Strengthening Foot Muscles.,""/pubmed/30113521"",""Ridge ST, Olsen MT, Bruening DA, Jurgensmeier K, Griffin D, Davis IS, Johnson AW."",""Med Sci Sports Exerc. 2019 Jan";"51(1):104-113. doi: 10.1249/MSS.0000000000001751."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30113521"",""pubmed"",""30113521"",""create date:2018/08/17 | first author:Ridge ST"",";
"Leucine Metabolites Do Not Enhance Training-induced Performance or Muscle Thickness.,""/pubmed/30102677"",""Teixeira FJ, Matias CN, Monteiro CP, Valamatos MJ, Reis JF, Tavares F, Batista A, Domingos C, Alves F, Sardinha LB, Phillips SM."",""Med Sci Sports Exerc. 2019 Jan";"51(1):56-64. doi: 10.1249/MSS.0000000000001754."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30102677"",""pubmed"",""30102677"",""create date:2018/08/14 | first author:Teixeira FJ"",";
"Thermal Behavior Differs between Males and Females during Exercise and Recovery.,""/pubmed/30095750"",""Vargas NT, Chapman CL, Sackett JR, Johnson BD, Gathercole R, Schlader ZJ."",""Med Sci Sports Exerc. 2019 Jan";"51(1):141-152. doi: 10.1249/MSS.0000000000001756."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30095750"",""pubmed"",""30095750"",""create date:2018/08/11 | first author:Vargas NT"",";
